Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
April,Total,Sunshine Coast,Australia's Golden Outback,2023,4,Apr-23
April,Total,Mackay,Australia's Golden Outback,2023,2,Apr-23
April,Total,Fraser Coast,Australia's Golden Outback,2023,6,Apr-23
April,Total,Darling Downs,Australia's Golden Outback,2023,6,Apr-23
April,Total,Central Queensland,Australia's Golden Outback,2023,2,Apr-23
April,Total,Whitsundays,Australia's Coral Coast,2023,6,Apr-23
April,Total,Tropical North Queensland,Australia's Coral Coast,2023,6,Apr-23
April,Total,Sunshine Coast,Australia's Coral Coast,2023,15,Apr-23
April,Total,Gold Coast,Australia's Coral Coast,2023,12,Apr-23
April,Total,Fraser Coast,Australia's Coral Coast,2023,13,Apr-23
April,Total,Darling Downs,Australia's Coral Coast,2023,3,Apr-23
April,Total,Central Queensland,Australia's Coral Coast,2023,10,Apr-23
April,Total,Tropical North Queensland,Adelaide Hills,2023,2,Apr-23
April,Total,Sunshine Coast,Adelaide Hills,2023,16,Apr-23
April,Total,Outback,Adelaide Hills,2023,1,Apr-23
April,Total,Mackay,Adelaide Hills,2023,3,Apr-23
April,Total,Darling Downs,Adelaide Hills,2023,2,Apr-23
April,Total,Brisbane,Adelaide Hills,2023,8,Apr-23
April,Total,Tropical North Queensland,Adelaide,2023,53,Apr-23
April,Total,Townsville,Adelaide,2023,7,Apr-23
April,Total,Sunshine Coast,Adelaide,2023,3,Apr-23
April,Total,Outback,Adelaide,2023,41,Apr-23
April,Total,Mackay,Adelaide,2023,12,Apr-23
April,Total,Fraser Coast,Adelaide,2023,149,Apr-23
April,Total,Darling Downs,Adelaide,2023,8,Apr-23
April,Total,Central Queensland,Adelaide,2023,14,Apr-23
April,Total,Brisbane,Adelaide,2023,1,Apr-23
May,Total,Tropical North Queensland,Yorke Peninsula,2023,8,May-23
May,Total,Sunshine Coast,Yorke Peninsula,2023,2,May-23
May,Total,Outback,Yorke Peninsula,2023,2,May-23
May,Total,Mackay,Yorke Peninsula,2023,15,May-23
May,Total,Fraser Coast,Yorke Peninsula,2023,15,May-23
May,Total,Darling Downs,Yorke Peninsula,2023,2,May-23
May,Total,Central Queensland,Yorke Peninsula,2023,4,May-23
May,Total,Brisbane,Yorke Peninsula,2023,2,May-23
May,Total,Tropical North Queensland,Yarra Valley and Dandenong Ranges,2023,122,May-23
May,Total,Townsville,Yarra Valley and Dandenong Ranges,2023,13,May-23
May,Total,Sunshine Coast,Yarra Valley and Dandenong Ranges,2023,93,May-23
May,Total,Outback,Yarra Valley and Dandenong Ranges,2023,28,May-23
May,Total,Mackay,Yarra Valley and Dandenong Ranges,2023,18,May-23
May,Total,Gold Coast,Yarra Valley and Dandenong Ranges,2023,6,May-23
May,Total,Fraser Coast,Yarra Valley and Dandenong Ranges,2023,336,May-23
May,Total,Darling Downs,Yarra Valley and Dandenong Ranges,2023,11,May-23
May,Total,Central Queensland,Yarra Valley and Dandenong Ranges,2023,87,May-23
May,Total,Brisbane,Yarra Valley and Dandenong Ranges,2023,7,May-23
May,Total,Tropical North Queensland,Wimmera,2023,16,May-23
May,Total,Sunshine Coast,Wimmera,2023,2,May-23
May,Total,Outback,Wimmera,2023,10,May-23
May,Total,Central Queensland,Wimmera,2023,4,May-23
May,Total,Tropical North Queensland,Whitsundays,2023,14,May-23
May,Total,Sunshine Coast,Whitsundays,2023,3,May-23
May,Total,Outback,Whitsundays,2023,9,May-23
May,Total,Central Queensland,Whitsundays,2023,6,May-23
May,Total,Fraser Coast,Western Grampians,2023,18,May-23
May,Total,Whitsundays,Tropical North Queensland,2023,174,May-23
May,Total,Tropical North Queensland,Tropical North Queensland,2023,6979,May-23
May,Total,Townsville,Tropical North Queensland,2023,139,May-23
May,Total,Sunshine Coast,Tropical North Queensland,2023,105,May-23
May,Total,Outback,Tropical North Queensland,2023,226,May-23
May,Total,Mackay,Tropical North Queensland,2023,57,May-23
May,Total,"Launceston, Tamar and the North",Tropical North Queensland,2023,6,May-23
May,Total,Gold Coast,Tropical North Queensland,2023,7,May-23
May,Total,Fraser Coast,Tropical North Queensland,2023,265,May-23
May,Total,Darling Downs,Tropical North Queensland,2023,19,May-23
May,Total,Central Queensland,Tropical North Queensland,2023,162,May-23
May,Total,Bundaberg,Tropical North Queensland,2023,2,May-23
May,Total,Brisbane,Tropical North Queensland,2023,29,May-23
May,Total,Whitsundays,Townsville,2023,20,May-23
May,Total,Tropical North Queensland,Townsville,2023,964,May-23
May,Total,Townsville,Townsville,2023,844,May-23
May,Total,Sunshine Coast,Townsville,2023,91,May-23
May,Total,Outback,Townsville,2023,116,May-23
May,Total,Mackay,Townsville,2023,82,May-23
May,Total,"Launceston, Tamar and the North",Townsville,2023,11,May-23
May,Total,Gold Coast,Townsville,2023,6,May-23
May,Total,Fraser Coast,Townsville,2023,157,May-23
May,Total,Darling Downs,Townsville,2023,22,May-23
May,Total,Central Queensland,Townsville,2023,91,May-23
May,Total,Brisbane,Townsville,2023,9,May-23
May,Total,Whitsundays,The Murray,2023,48,May-23
May,Total,Tropical North Queensland,The Murray,2023,15,May-23
May,Total,Sunshine Coast,The Murray,2023,26,May-23
May,Total,Outback,The Murray,2023,21,May-23
May,Total,Mackay,The Murray,2023,2,May-23
May,Total,Gold Coast,The Murray,2023,15,May-23
May,Total,Fraser Coast,The Murray,2023,349,May-23
May,Total,Central Queensland,The Murray,2023,12,May-23
May,Total,Whitsundays,Sydney,2023,67,May-23
May,Total,Tropical North Queensland,Sydney,2023,409,May-23
May,Total,Townsville,Sydney,2023,61,May-23
May,Total,Sunshine Coast,Sydney,2023,339,May-23
May,Total,Outback,Sydney,2023,133,May-23
May,Total,Mackay,Sydney,2023,79,May-23
May,Total,"Launceston, Tamar and the North",Sydney,2023,51,May-23
May,Total,Gold Coast,Sydney,2023,36,May-23
May,Total,Fraser Coast,Sydney,2023,1491,May-23
May,Total,Darling Downs,Sydney,2023,95,May-23
May,Total,Central Queensland,Sydney,2023,244,May-23
May,Total,Brisbane,Sydney,2023,73,May-23
May,Total,Whitsundays,Sunshine Coast,2023,67,May-23
May,Total,Tropical North Queensland,Sunshine Coast,2023,405,May-23
May,Total,Townsville,Sunshine Coast,2023,132,May-23
May,Total,Sunshine Coast,Sunshine Coast,2023,5624,May-23
May,Total,Outback,Sunshine Coast,2023,193,May-23
May,Total,Mackay,Sunshine Coast,2023,175,May-23
May,Total,"Launceston, Tamar and the North",Sunshine Coast,2023,1069,May-23
May,Total,Gold Coast,Sunshine Coast,2023,45,May-23
May,Total,Fraser Coast,Sunshine Coast,2023,2816,May-23
May,Total,Darling Downs,Sunshine Coast,2023,331,May-23
May,Total,Central Queensland,Sunshine Coast,2023,1179,May-23
May,Total,Bundaberg,Sunshine Coast,2023,25,May-23
May,Total,Brisbane,Sunshine Coast,2023,296,May-23
May,Total,Tropical North Queensland,Spa Country,2023,6,May-23
May,Total,Fraser Coast,Spa Country,2023,35,May-23
May,Total,Tropical North Queensland,South Coast,2023,112,May-23
May,Total,Townsville,South Coast,2023,32,May-23
May,Total,Sunshine Coast,South Coast,2023,130,May-23
May,Total,Outback,South Coast,2023,33,May-23
May,Total,Mackay,South Coast,2023,17,May-23
May,Total,"Launceston, Tamar and the North",South Coast,2023,30,May-23
May,Total,Gold Coast,South Coast,2023,13,May-23
May,Total,Fraser Coast,South Coast,2023,379,May-23
May,Total,Darling Downs,South Coast,2023,14,May-23
May,Total,Central Queensland,South Coast,2023,68,May-23
May,Total,Bundaberg,South Coast,2023,4,May-23
May,Total,Brisbane,South Coast,2023,27,May-23
May,Total,Tropical North Queensland,Snowy Mountains,2023,4,May-23
May,Total,Townsville,Snowy Mountains,2023,4,May-23
May,Total,Sunshine Coast,Snowy Mountains,2023,10,May-23
May,Total,Outback,Snowy Mountains,2023,17,May-23
May,Total,Mackay,Snowy Mountains,2023,5,May-23
May,Total,Fraser Coast,Snowy Mountains,2023,49,May-23
May,Total,Darling Downs,Snowy Mountains,2023,25,May-23
May,Total,Central Queensland,Snowy Mountains,2023,11,May-23
May,Total,Tropical North Queensland,Riverland,2023,7,May-23
May,Total,Townsville,Riverland,2023,2,May-23
May,Total,Sunshine Coast,Riverland,2023,1,May-23
May,Total,Outback,Riverland,2023,8,May-23
May,Total,Mackay,Riverland,2023,2,May-23
May,Total,Gold Coast,Riverland,2023,1,May-23
May,Total,Fraser Coast,Riverland,2023,31,May-23
May,Total,Darling Downs,Riverland,2023,3,May-23
May,Total,Central Queensland,Riverland,2023,7,May-23
May,Total,Whitsundays,Riverina,2023,2,May-23
May,Total,Tropical North Queensland,Riverina,2023,74,May-23
May,Total,Sunshine Coast,Riverina,2023,34,May-23
May,Total,Outback,Riverina,2023,58,May-23
May,Total,Mackay,Riverina,2023,12,May-23
May,Total,Fraser Coast,Riverina,2023,151,May-23
May,Total,Darling Downs,Riverina,2023,4,May-23
May,Total,Central Queensland,Riverina,2023,11,May-23
May,Total,Brisbane,Riverina,2023,3,May-23
May,Total,Tropical North Queensland,Queensland Country,2023,217,May-23
May,Total,Townsville,Queensland Country,2023,38,May-23
May,Total,Sunshine Coast,Queensland Country,2023,2511,May-23
May,Total,Queensland Country,Queensland Country,2023,23,May-23
May,Total,Outback,Queensland Country,2023,60,May-23
May,Total,Mackay,Queensland Country,2023,45,May-23
May,Total,"Launceston, Tamar and the North",Queensland Country,2023,145,May-23
May,Total,Gold Coast,Queensland Country,2023,66,May-23
May,Total,Fraser Coast,Queensland Country,2023,1575,May-23
May,Total,Darling Downs,Queensland Country,2023,386,May-23
May,Total,Central Queensland,Queensland Country,2023,278,May-23
May,Total,Bundaberg,Queensland Country,2023,35,May-23
May,Total,Brisbane,Queensland Country,2023,213,May-23
May,Total,Sunshine Coast,Phillip Island,2023,37,May-23
May,Total,Fraser Coast,Phillip Island,2023,6,May-23
May,Total,Whitsundays,Peninsula,2023,6,May-23
May,Total,Tropical North Queensland,Peninsula,2023,84,May-23
May,Total,Townsville,Peninsula,2023,11,May-23
May,Total,Sunshine Coast,Peninsula,2023,49,May-23
May,Total,Outback,Peninsula,2023,34,May-23
May,Total,Mackay,Peninsula,2023,20,May-23
May,Total,Fraser Coast,Peninsula,2023,253,May-23
May,Total,Darling Downs,Peninsula,2023,10,May-23
May,Total,Central Queensland,Peninsula,2023,45,May-23
May,Total,Brisbane,Peninsula,2023,37,May-23
May,Total,Whitsundays,Outback Queensland,2023,5,May-23
May,Total,Tropical North Queensland,Outback Queensland,2023,162,May-23
May,Total,Townsville,Outback Queensland,2023,25,May-23
May,Total,Sunshine Coast,Outback Queensland,2023,120,May-23
May,Total,Queensland Country,Outback Queensland,2023,10,May-23
May,Total,Outback,Outback Queensland,2023,41,May-23
May,Total,Mackay,Outback Queensland,2023,77,May-23
May,Total,"Launceston, Tamar and the North",Outback Queensland,2023,54,May-23
May,Total,Gold Coast,Outback Queensland,2023,4,May-23
May,Total,Fraser Coast,Outback Queensland,2023,332,May-23
May,Total,Darling Downs,Outback Queensland,2023,47,May-23
May,Total,Central Queensland,Outback Queensland,2023,1130,May-23
May,Total,Bundaberg,Outback Queensland,2023,65,May-23
May,Total,Brisbane,Outback Queensland,2023,18,May-23
May,Total,Tropical North Queensland,Outback NSW,2023,55,May-23
May,Total,Sunshine Coast,Outback NSW,2023,35,May-23
May,Total,Outback,Outback NSW,2023,9,May-23
May,Total,Gold Coast,Outback NSW,2023,4,May-23
May,Total,Fraser Coast,Outback NSW,2023,103,May-23
May,Total,Darling Downs,Outback NSW,2023,20,May-23
May,Total,Central Queensland,Outback NSW,2023,9,May-23
May,Total,Brisbane,Outback NSW,2023,37,May-23
May,Total,Sunshine Coast,North West,2023,12,May-23
May,Total,Outback,North West,2023,2,May-23
May,Total,Gold Coast,North West,2023,4,May-23
May,Total,Fraser Coast,North West,2023,10,May-23
May,Total,Darling Downs,North West,2023,2,May-23
May,Total,Tropical North Queensland,North Coast NSW,2023,315,May-23
May,Total,Townsville,North Coast NSW,2023,95,May-23
May,Total,Sunshine Coast,North Coast NSW,2023,995,May-23
May,Total,Queensland Country,North Coast NSW,2023,17,May-23
May,Total,Outback,North Coast NSW,2023,128,May-23
May,Total,Mackay,North Coast NSW,2023,89,May-23
May,Total,"Launceston, Tamar and the North",North Coast NSW,2023,33,May-23
May,Total,Gold Coast,North Coast NSW,2023,234,May-23
May,Total,Fraser Coast,North Coast NSW,2023,1509,May-23
May,Total,Darling Downs,North Coast NSW,2023,335,May-23
May,Total,Central Queensland,North Coast NSW,2023,462,May-23
May,Total,Bundaberg,North Coast NSW,2023,4,May-23
May,Total,Brisbane,North Coast NSW,2023,122,May-23
May,Total,Tropical North Queensland,New England North West,2023,60,May-23
May,Total,Townsville,New England North West,2023,14,May-23
May,Total,Sunshine Coast,New England North West,2023,101,May-23
May,Total,Outback,New England North West,2023,31,May-23
May,Total,Mackay,New England North West,2023,10,May-23
May,Total,Gold Coast,New England North West,2023,151,May-23
May,Total,Fraser Coast,New England North West,2023,363,May-23
May,Total,Darling Downs,New England North West,2023,50,May-23
May,Total,Central Queensland,New England North West,2023,69,May-23
May,Total,Brisbane,New England North West,2023,37,May-23
May,Total,Townsville,"Murray River, Lakes and Coorong",2023,12,May-23
May,Total,Sunshine Coast,"Murray River, Lakes and Coorong",2023,14,May-23
May,Total,Whitsundays,Melbourne,2023,92,May-23
May,Total,Tropical North Queensland,Melbourne,2023,588,May-23
May,Total,Townsville,Melbourne,2023,72,May-23
May,Total,Sunshine Coast,Melbourne,2023,608,May-23
May,Total,Outback,Melbourne,2023,156,May-23
May,Total,Mackay,Melbourne,2023,32,May-23
May,Total,"Launceston, Tamar and the North",Melbourne,2023,11,May-23
May,Total,Gold Coast,Melbourne,2023,42,May-23
May,Total,Fraser Coast,Melbourne,2023,1021,May-23
May,Total,Darling Downs,Melbourne,2023,33,May-23
May,Total,Central Queensland,Melbourne,2023,198,May-23
May,Total,Bundaberg,Melbourne,2023,6,May-23
May,Total,Brisbane,Melbourne,2023,59,May-23
May,Total,Fraser Coast,Mallee,2023,12,May-23
May,Total,Whitsundays,Mackay,2023,167,May-23
May,Total,Tropical North Queensland,Mackay,2023,283,May-23
May,Total,Townsville,Mackay,2023,137,May-23
May,Total,Sunshine Coast,Mackay,2023,52,May-23
May,Total,Outback,Mackay,2023,52,May-23
May,Total,Mackay,Mackay,2023,847,May-23
May,Total,"Launceston, Tamar and the North",Mackay,2023,16,May-23
May,Total,Gold Coast,Mackay,2023,2,May-23
May,Total,Fraser Coast,Mackay,2023,269,May-23
May,Total,Darling Downs,Mackay,2023,25,May-23
May,Total,Central Queensland,Mackay,2023,232,May-23
May,Total,Whitsundays,Macedon,2023,30,May-23
May,Total,Tropical North Queensland,Macedon,2023,28,May-23
May,Total,Sunshine Coast,Macedon,2023,71,May-23
May,Total,Outback,Macedon,2023,30,May-23
May,Total,"Launceston, Tamar and the North",Macedon,2023,4,May-23
May,Total,Fraser Coast,Macedon,2023,107,May-23
May,Total,Darling Downs,Macedon,2023,2,May-23
May,Total,Central Queensland,Macedon,2023,29,May-23
May,Total,Tropical North Queensland,Litchfield Kakadu Arnhem,2023,4,May-23
May,Total,Townsville,Litchfield Kakadu Arnhem,2023,10,May-23
May,Total,Fraser Coast,Litchfield Kakadu Arnhem,2023,21,May-23
May,Total,Central Queensland,Litchfield Kakadu Arnhem,2023,5,May-23
May,Total,Tropical North Queensland,Limestone Coast,2023,1,May-23
May,Total,Townsville,Limestone Coast,2023,9,May-23
May,Total,Sunshine Coast,Limestone Coast,2023,10,May-23
May,Total,Outback,Limestone Coast,2023,18,May-23
May,Total,Mackay,Limestone Coast,2023,3,May-23
May,Total,Fraser Coast,Limestone Coast,2023,14,May-23
May,Total,Central Queensland,Limestone Coast,2023,8,May-23
May,Total,Tropical North Queensland,Launceston and the North,2023,6,May-23
May,Total,Sunshine Coast,Launceston and the North,2023,10,May-23
May,Total,Gold Coast,Launceston and the North,2023,4,May-23
May,Total,Fraser Coast,Launceston and the North,2023,141,May-23
May,Total,Central Queensland,Launceston and the North,2023,3,May-23
May,Total,Brisbane,Launceston and the North,2023,26,May-23
May,Total,Sunshine Coast,Lasseter,2023,16,May-23
May,Total,Gold Coast,Lasseter,2023,2,May-23
May,Total,Fraser Coast,Lasseter,2023,119,May-23
May,Total,Central Queensland,Lasseter,2023,2,May-23
May,Total,Brisbane,Lasseter,2023,4,May-23
May,Total,Tropical North Queensland,Lakes,2023,27,May-23
May,Total,Townsville,Lakes,2023,5,May-23
May,Total,Sunshine Coast,Lakes,2023,14,May-23
May,Total,Outback,Lakes,2023,32,May-23
May,Total,Mackay,Lakes,2023,9,May-23
May,Total,Fraser Coast,Lakes,2023,76,May-23
May,Total,Darling Downs,Lakes,2023,21,May-23
May,Total,Central Queensland,Lakes,2023,30,May-23
May,Total,Tropical North Queensland,Katherine Daly,2023,12,May-23
May,Total,Gold Coast,Katherine Daly,2023,2,May-23
May,Total,Whitsundays,Kangaroo Island,2023,2,May-23
May,Total,Tropical North Queensland,Kangaroo Island,2023,4,May-23
May,Total,Whitsundays,Hunter,2023,5,May-23
May,Total,Tropical North Queensland,Hunter,2023,78,May-23
May,Total,Townsville,Hunter,2023,18,May-23
May,Total,Sunshine Coast,Hunter,2023,338,May-23
May,Total,Outback,Hunter,2023,143,May-23
May,Total,Mackay,Hunter,2023,35,May-23
May,Total,"Launceston, Tamar and the North",Hunter,2023,10,May-23
May,Total,Gold Coast,Hunter,2023,21,May-23
May,Total,Fraser Coast,Hunter,2023,1211,May-23
May,Total,Darling Downs,Hunter,2023,41,May-23
May,Total,Central Queensland,Hunter,2023,178,May-23
May,Total,Bundaberg,Hunter,2023,6,May-23
May,Total,Brisbane,Hunter,2023,9,May-23
May,Total,Tropical North Queensland,Hobart and the South,2023,125,May-23
May,Total,Townsville,Hobart and the South,2023,20,May-23
May,Total,Sunshine Coast,Hobart and the South,2023,38,May-23
May,Total,Outback,Hobart and the South,2023,28,May-23
May,Total,Mackay,Hobart and the South,2023,19,May-23
May,Total,Fraser Coast,Hobart and the South,2023,104,May-23
May,Total,Darling Downs,Hobart and the South,2023,6,May-23
May,Total,Central Queensland,Hobart and the South,2023,60,May-23
May,Total,Brisbane,Hobart and the South,2023,16,May-23
May,Total,Tropical North Queensland,High Country,2023,40,May-23
May,Total,Townsville,High Country,2023,16,May-23
May,Total,Sunshine Coast,High Country,2023,49,May-23
May,Total,Outback,High Country,2023,33,May-23
May,Total,Mackay,High Country,2023,2,May-23
May,Total,"Launceston, Tamar and the North",High Country,2023,4,May-23
May,Total,Gold Coast,High Country,2023,24,May-23
May,Total,Fraser Coast,High Country,2023,211,May-23
May,Total,Central Queensland,High Country,2023,10,May-23
May,Total,Brisbane,High Country,2023,8,May-23
May,Total,Tropical North Queensland,Great Ocean Road,2023,29,May-23
May,Total,Townsville,Great Ocean Road,2023,8,May-23
May,Total,Sunshine Coast,Great Ocean Road,2023,33,May-23
May,Total,Outback,Great Ocean Road,2023,4,May-23
May,Total,Mackay,Great Ocean Road,2023,10,May-23
May,Total,Fraser Coast,Great Ocean Road,2023,147,May-23
May,Total,Darling Downs,Great Ocean Road,2023,4,May-23
May,Total,Central Queensland,Great Ocean Road,2023,12,May-23
May,Total,Brisbane,Great Ocean Road,2023,4,May-23
May,Total,Tropical North Queensland,Goulburn,2023,10,May-23
May,Total,Townsville,Goulburn,2023,3,May-23
May,Total,Sunshine Coast,Goulburn,2023,47,May-23
May,Total,Outback,Goulburn,2023,12,May-23
May,Total,Mackay,Goulburn,2023,5,May-23
May,Total,Fraser Coast,Goulburn,2023,170,May-23
May,Total,Central Queensland,Goulburn,2023,7,May-23
May,Total,Whitsundays,Gold Coast,2023,6,May-23
May,Total,Tropical North Queensland,Gold Coast,2023,176,May-23
May,Total,Townsville,Gold Coast,2023,29,May-23
May,Total,Sunshine Coast,Gold Coast,2023,1210,May-23
May,Total,Queensland Country,Gold Coast,2023,32,May-23
May,Total,Outback,Gold Coast,2023,59,May-23
May,Total,Mackay,Gold Coast,2023,17,May-23
May,Total,"Launceston, Tamar and the North",Gold Coast,2023,41,May-23
May,Total,Gold Coast,Gold Coast,2023,70,May-23
May,Total,Fraser Coast,Gold Coast,2023,970,May-23
May,Total,Darling Downs,Gold Coast,2023,188,May-23
May,Total,Central Queensland,Gold Coast,2023,353,May-23
May,Total,Bundaberg,Gold Coast,2023,1,May-23
May,Total,Brisbane,Gold Coast,2023,479,May-23
May,Total,Tropical North Queensland,Gladstone,2023,21,May-23
May,Total,Sunshine Coast,Gladstone,2023,22,May-23
May,Total,Fraser Coast,Gladstone,2023,4,May-23
May,Total,Central Queensland,Gladstone,2023,161,May-23
May,Total,Tropical North Queensland,Gippsland,2023,102,May-23
May,Total,Townsville,Gippsland,2023,6,May-23
May,Total,Sunshine Coast,Gippsland,2023,114,May-23
May,Total,Queensland Country,Gippsland,2023,4,May-23
May,Total,Outback,Gippsland,2023,55,May-23
May,Total,Mackay,Gippsland,2023,8,May-23
May,Total,"Launceston, Tamar and the North",Gippsland,2023,4,May-23
May,Total,Gold Coast,Gippsland,2023,15,May-23
May,Total,Fraser Coast,Gippsland,2023,578,May-23
May,Total,Central Queensland,Gippsland,2023,60,May-23
May,Total,Tropical North Queensland,Geelong and the Bellarine,2023,73,May-23
May,Total,Townsville,Geelong and the Bellarine,2023,1,May-23
May,Total,Sunshine Coast,Geelong and the Bellarine,2023,83,May-23
May,Total,Outback,Geelong and the Bellarine,2023,6,May-23
May,Total,Gold Coast,Geelong and the Bellarine,2023,3,May-23
May,Total,Fraser Coast,Geelong and the Bellarine,2023,477,May-23
May,Total,Darling Downs,Geelong and the Bellarine,2023,6,May-23
May,Total,Central Queensland,Geelong and the Bellarine,2023,43,May-23
May,Total,Brisbane,Geelong and the Bellarine,2023,22,May-23
May,Total,Tropical North Queensland,Fraser Coast,2023,89,May-23
May,Total,Townsville,Fraser Coast,2023,7,May-23
May,Total,Sunshine Coast,Fraser Coast,2023,566,May-23
May,Total,Outback,Fraser Coast,2023,38,May-23
May,Total,Mackay,Fraser Coast,2023,8,May-23
May,Total,"Launceston, Tamar and the North",Fraser Coast,2023,143,May-23
May,Total,Gold Coast,Fraser Coast,2023,12,May-23
May,Total,Fraser Coast,Fraser Coast,2023,852,May-23
May,Total,Darling Downs,Fraser Coast,2023,37,May-23
May,Total,Central Queensland,Fraser Coast,2023,180,May-23
May,Total,Bundaberg,Fraser Coast,2023,11,May-23
May,Total,Brisbane,Fraser Coast,2023,9,May-23
May,Total,Tropical North Queensland,Flinders Ranges and Outback,2023,2,May-23
May,Total,Mackay,Flinders Ranges and Outback,2023,2,May-23
May,Total,Central Queensland,Flinders Ranges and Outback,2023,2,May-23
May,Total,Tropical North Queensland,Fleurieu Peninsula,2023,75,May-23
May,Total,Townsville,Fleurieu Peninsula,2023,10,May-23
May,Total,Sunshine Coast,Fleurieu Peninsula,2023,35,May-23
May,Total,Outback,Fleurieu Peninsula,2023,10,May-23
May,Total,Mackay,Fleurieu Peninsula,2023,3,May-23
May,Total,Gold Coast,Fleurieu Peninsula,2023,4,May-23
May,Total,Fraser Coast,Fleurieu Peninsula,2023,50,May-23
May,Total,Darling Downs,Fleurieu Peninsula,2023,10,May-23
May,Total,Central Queensland,Fleurieu Peninsula,2023,47,May-23
May,Total,Brisbane,Fleurieu Peninsula,2023,27,May-23
May,Total,Townsville,Eyre Peninsula,2023,2,May-23
May,Total,Outback,Eyre Peninsula,2023,2,May-23
May,Total,Central Queensland,Eyre Peninsula,2023,8,May-23
May,Total,Brisbane,Eyre Peninsula,2023,2,May-23
May,Total,Tropical North Queensland,East Coast,2023,3,May-23
May,Total,Central Queensland,East Coast,2023,4,May-23
May,Total,Whitsundays,Destination Perth,2023,12,May-23
May,Total,Tropical North Queensland,Destination Perth,2023,162,May-23
May,Total,Townsville,Destination Perth,2023,43,May-23
May,Total,Sunshine Coast,Destination Perth,2023,146,May-23
May,Total,Outback,Destination Perth,2023,30,May-23
May,Total,Mackay,Destination Perth,2023,17,May-23
May,Total,"Launceston, Tamar and the North",Destination Perth,2023,3,May-23
May,Total,Gold Coast,Destination Perth,2023,19,May-23
May,Total,Fraser Coast,Destination Perth,2023,226,May-23
May,Total,Darling Downs,Destination Perth,2023,8,May-23
May,Total,Central Queensland,Destination Perth,2023,67,May-23
May,Total,Bundaberg,Destination Perth,2023,4,May-23
May,Total,Brisbane,Destination Perth,2023,2,May-23
May,Total,Whitsundays,Darwin,2023,4,May-23
May,Total,Tropical North Queensland,Darwin,2023,94,May-23
May,Total,Townsville,Darwin,2023,3,May-23
May,Total,Sunshine Coast,Darwin,2023,8,May-23
May,Total,Outback,Darwin,2023,16,May-23
May,Total,"Launceston, Tamar and the North",Darwin,2023,2,May-23
May,Total,Fraser Coast,Darwin,2023,35,May-23
May,Total,Darling Downs,Darwin,2023,2,May-23
May,Total,Central Queensland,Darwin,2023,2,May-23
May,Total,Bundaberg,Darwin,2023,4,May-23
May,Total,Tropical North Queensland,Clare Valley,2023,18,May-23
May,Total,Fraser Coast,Clare Valley,2023,15,May-23
May,Total,Tropical North Queensland,Central NSW,2023,86,May-23
May,Total,Townsville,Central NSW,2023,4,May-23
May,Total,Sunshine Coast,Central NSW,2023,66,May-23
May,Total,Outback,Central NSW,2023,16,May-23
May,Total,Mackay,Central NSW,2023,6,May-23
May,Total,Fraser Coast,Central NSW,2023,444,May-23
May,Total,Darling Downs,Central NSW,2023,20,May-23
May,Total,Central Queensland,Central NSW,2023,20,May-23
May,Total,Brisbane,Central NSW,2023,12,May-23
May,Total,Tropical North Queensland,Central Murray,2023,33,May-23
May,Total,Sunshine Coast,Central Murray,2023,16,May-23
May,Total,Outback,Central Murray,2023,4,May-23
May,Total,"Launceston, Tamar and the North",Central Murray,2023,3,May-23
May,Total,Fraser Coast,Central Murray,2023,55,May-23
May,Total,Central Queensland,Central Murray,2023,8,May-23
May,Total,Outback,Central Highlands,2023,4,May-23
May,Total,Central Queensland,Central Highlands,2023,16,May-23
May,Total,Bundaberg,Central Highlands,2023,2,May-23
May,Total,Whitsundays,Central Coast,2023,10,May-23
May,Total,Tropical North Queensland,Central Coast,2023,147,May-23
May,Total,Townsville,Central Coast,2023,15,May-23
May,Total,Sunshine Coast,Central Coast,2023,154,May-23
May,Total,Outback,Central Coast,2023,8,May-23
May,Total,Mackay,Central Coast,2023,6,May-23
May,Total,Gold Coast,Central Coast,2023,4,May-23
May,Total,Fraser Coast,Central Coast,2023,397,May-23
May,Total,Darling Downs,Central Coast,2023,8,May-23
May,Total,Central Queensland,Central Coast,2023,54,May-23
May,Total,Brisbane,Central Coast,2023,2,May-23
May,Total,Whitsundays,Capricorn,2023,34,May-23
May,Total,Tropical North Queensland,Capricorn,2023,298,May-23
May,Total,Townsville,Capricorn,2023,9,May-23
May,Total,Sunshine Coast,Capricorn,2023,116,May-23
May,Total,Outback,Capricorn,2023,29,May-23
May,Total,Mackay,Capricorn,2023,127,May-23
May,Total,Gold Coast,Capricorn,2023,4,May-23
May,Total,Fraser Coast,Capricorn,2023,555,May-23
May,Total,Darling Downs,Capricorn,2023,46,May-23
May,Total,Central Queensland,Capricorn,2023,1494,May-23
May,Total,Bundaberg,Capricorn,2023,12,May-23
May,Total,Brisbane,Capricorn,2023,10,May-23
May,Total,Tropical North Queensland,Capital Country,2023,53,May-23
May,Total,Townsville,Capital Country,2023,6,May-23
May,Total,Sunshine Coast,Capital Country,2023,24,May-23
May,Total,Outback,Capital Country,2023,40,May-23
May,Total,Mackay,Capital Country,2023,4,May-23
May,Total,Gold Coast,Capital Country,2023,5,May-23
May,Total,Fraser Coast,Capital Country,2023,135,May-23
May,Total,Central Queensland,Capital Country,2023,16,May-23
