Cel Lga Name 1,Sub Region,Visit_Percent,Pct
Port Pirie Regional Council,Rest of Southern Vales,0.0022,0.22
Copper Coast Council,Rest of Southern Vales,0.0023,0.23
Gold Coast City,Rest of Southern Vales,0.0031,0.31
City of Mount Gambier,Rest of Southern Vales,0.0033,0.33
Adelaide Plains Council,Rest of Southern Vales,0.0038,0.38
Darwin Municipality,Rest of Southern Vales,0.0045,0.45
Light Regional Council,Rest of Southern Vales,0.0044,0.44
The Corporation of the Town of Walkerville,Rest of Southern Vales,0.0049,0.49
Brisbane City,Rest of Southern Vales,0.0055,0.55
The Rural City of Murray Bridge,Rest of Southern Vales,0.0065,0.65
The Barossa Council,Rest of Southern Vales,0.0062,0.62
Town of Gawler,Rest of Southern Vales,0.0082,0.82
The DC of Yankalilla,Rest of Southern Vales,0.0153,1.53
City of Prospect,Rest of Southern Vales,0.0125,1.25
Adelaide Hills Council,Rest of Southern Vales,0.0202,2.02
Adelaide City Council,Rest of Southern Vales,0.0177,1.77
The City of Norwood Payneham and St Peters,Rest of Southern Vales,0.0187,1.87
Mount Barker District Council,Rest of Southern Vales,0.0321,3.21
City of Victor Harbor,Rest of Southern Vales,0.0257,2.57
City of Burnside,Rest of Southern Vales,0.0319,3.19
Alexandrina Council,Rest of Southern Vales,0.0418,4.18
City of Playford,Rest of Southern Vales,0.0334,3.34
City of Unley,Rest of Southern Vales,0.0379,3.79
City of Tea Tree Gully,Rest of Southern Vales,0.0444,4.44
City of West Torrens,Rest of Southern Vales,0.0466,4.66
City of Holdfast Bay,Rest of Southern Vales,0.0445,4.45
City of Salisbury,Rest of Southern Vales,0.0582,5.82
City of Port Adelaide Enfield,Rest of Southern Vales,0.0576,5.76
City of Charles Sturt,Rest of Southern Vales,0.0749,7.49
City of Mitcham,Rest of Southern Vales,0.0814,8.14
City of Marion,Rest of Southern Vales,0.1344,13.44
City of Karratha,Rest of Pimpala,0.0001,0.01
East Arnhem Region,Rest of Pimpala,0.0001,0.01
Shire of Northam,Rest of Pimpala,0.0002,0.02
City of Albany,Rest of Pimpala,0.0001,0.01
Molonglo Valley,Rest of Pimpala,0.0001,0.01
Quilpie Shire,Rest of Pimpala,0.0001,0.01
The Council of the Municipality of Kiama,Rest of Pimpala,0.0001,0.01
West Tamar Council,Rest of Pimpala,0.0001,0.01
Yass Valley Council,Rest of Pimpala,0.0001,0.01
Ararat Rural City,Rest of Pimpala,0.0001,0.01
City of Bunbury,Rest of Pimpala,0.0001,0.01
Hindmarsh Shire,Rest of Pimpala,0.0001,0.01
Singleton Council,Rest of Pimpala,0.0001,0.01
Un-Incorporated (Yulara) Area,Rest of Pimpala,0.0001,0.01
Armidale Regional Council,Rest of Pimpala,0.0001,0.01
Burnie City Council,Rest of Pimpala,0.0001,0.01
City of Busselton,Rest of Pimpala,0.0001,0.01
City of Kwinana,Rest of Pimpala,0.0001,0.01
Derwent Valley Council,Rest of Pimpala,0.0001,0.01
Isaac Regional,Rest of Pimpala,0.0001,0.01
Lismore City Council,Rest of Pimpala,0.0001,0.01
Lockyer Valley Regional,Rest of Pimpala,0.0001,0.01
Loddon Shire,Rest of Pimpala,0.0001,0.01
Northern Grampians Shire,Rest of Pimpala,0.0001,0.01
Snowy Monaro Regional Council,Rest of Pimpala,0.0001,0.01
Wangaratta Rural City,Rest of Pimpala,0.0001,0.01
Scenic Rim Regional,Rest of Pimpala,0.0001,0.01
Shire of Serpentine-Jarrahdale,Rest of Pimpala,0.0001,0.01
Town of Cambridge,Rest of Pimpala,0.0001,0.01
City of Nedlands,Rest of Pimpala,0.0001,0.01
Clarence Valley Council,Rest of Pimpala,0.0001,0.01
DC of Elliston,Rest of Pimpala,0.0001,0.01
Goulburn Mulwaree Council,Rest of Pimpala,0.0001,0.01
Griffith City Council,Rest of Pimpala,0.0001,0.01
Orange City Council,Rest of Pimpala,0.0001,0.01
Southern Grampians Shire,Rest of Pimpala,0.0001,0.01
The DC of Peterborough,Rest of Pimpala,0.0001,0.01
